MaHP,TenHP,ThoiLuong,TinChiHocTap,TinChiHocPhi,HeSo,MaNhomHP
FLE1206,Learning to learn 2 (BTL),3(2-1-0-4),3,3,0.6,NULL
FLE1207,Professional skills 1,4(2-2-0-8),4,4,0.5,NULL
FLE2108,Language Communication Skills 3,4(2-2-0-8),4,4,0.6,NULL
FLE2109,Dealing with Texts 3,3(2-1-0-4),3,3,0.6,NULL
FLE2110,Professional skills 2,4(2-2-0-6),4,4,0.5,NULL
FLE2111,International Studies 1,3(2-1-0-4),3,3,0.5,NULL
FLE2212,English for Professional Purposes 1,4(3-2-0-8),4,5,0.5,NULL
FLE2213,Theory of translation and interpretation,2(2-0-0-4),2,2,0.6,NULL
FLE2214,Professional skills 3 (BTL),4(3-1-0-6),4,4,0.5,NULL
FLE2215,International studies 2,3(2-1-0-4),3,3,0.5,NULL
FLE3101,English for Professional Purposes 2,4(3-2-0-8),4,5,0.5,NULL
FLE3102,Translation and interpretation practice 1,4(3-2-0-8),4,5,0.7,NULL
FLE3103,Language awareness,4(2-2-0-8),4,4,0.5,NULL
FLE3204,Research methodology (BTL),4(3-1-0-8),4,4,0.6,NULL
FLE3205,English for Professional Purposes 3,3(2-1-0-4),3,3,0.5,NULL
FLE3206,Translation and interpretation practice 2,4(3-2-0-8),4,5,0.7,NULL
FLE3207,Phonetics and phonology,3(2-1-0-4),3,3,0.5,NULL
FLE4101,English for Professional Purposes 4 (BTL),4(3-1-0-8),4,4,0.6,NULL
FLE4102,Translation and interpretation practice 3,4(2-2-0-8),4,4,0.7,NULL
FLE4103,English literature,4(2-2-0-8),4,4,0.7,NULL
FLE4104,Introduction to English language teaching (BTL),4(3-1-0-8),4,4,0.6,NULL
FLE4205,Work placement,4(0-0-8-16),4,10,1,NULL
FLE4206,Graduation paper in English,8(0-0-16-32),8,20,0.5,NULL
FLJ1010,Tiếng Nhật 1,4(0-8-0-8),4,8,0.7,NULL
FLJ1020,Tiếng Nhật 2,4(0-8-0-8),4,8,0.7,NULL
FLJ1030,Tiếng Nhật 3,4(0-8-0-8),4,8,0.7,NULL
FLJ1040,Tiếng Nhật 4,4(0-8-0-8),4,8,0.7,NULL
FLJ1050,Tiếng Nhật 5,4(0-8-0-8),4,8,0.7,NULL
FLJ1060,Tiếng Nhật 6,4(0-8-0-8),4,8,0.7,NULL
FLJ1070,Tiếng Nhật 7,3(0-6-0-6),3,6,0.7,NULL
HE2000,Nhập môn KT Nhiệt lạnh,2(2-0-1-4),2,3.5,0.7,NULL
HE2001,Nhập môn kỹ thuật nhiệt - lạnh,2(2-0-2-6),2,5,0.7,NULL
HE2010,Kỹ thuật nhiệt,3(3-1-0-6),3,4,0.7,NULL
HE2010Q,Kỹ thuật nhiệt,2(2-0-0-4),2,2,0.7,NULL
HE2012,Kỹ thuật nhiệt,2(2-1-0-4),2,3,0.7,NULL
HE2012E,Kỹ thuật nhiệt,2(2-1-0-4),2,3,0.7,NULL
HE2020,Technical Writing and Presentation,3(2-2-0-6),3,4,0.7,NULL
HE2103,Kỹ thuật nhiệt,3(3-1-0-6),3,4,0.7,NULL
HE3001,Đồ án hệ thống cung cấp nhiệt,2(0-0-4-4),2,4,0.7,NULL
HE3010,Thực tập cơ sở,3(0-0-6-12),3,6,0.7,NULL
HE3011,Cơ học chất lưu,3(2-1-1-6),3,4.5,0.7,NULL
HE3013,Nhiệt động kỹ thuật,3(2-1-1-6),3,4.5,0.7,NULL
HE3017,Hệ thống cung cấp nhiệt,3(2-1-1-6),3,4.5,0.7,NULL
HE3020,Thực tập kỹ thuật,2(0-0-4-8),2,4,0.7,NULL
HE3021,Xây dựng và đánh giá các dự án năng lượng,2(2-1-0-4),2,3,0.8,NULL
HE3022,Đo lường nhiệt,2(2-0-1-4),2,3.5,0.8,NULL
HE3023,Truyền nhiệt,3(2-1-1-6),3,4.5,0.7,NULL
HE3031,Kỹ thuật an toàn nhiệt - lạnh,2(2-0-0-4),2,2,0.8,NULL
HE3032,Cơ sở lý thuyết điều chỉnh quá trình nhiệt,3(3-1-0-6),3,4,0.6,NULL
HE3033,Thiết bị trao đổi nhiệt,3(2-1-1-6),3,4.5,0.7,NULL
HE3041,Tin học ứng dụng,2(2-1-0-4),2,3,0.8,NULL
HE3043,Vật liệu nhiệt - Lạnh,2(2-1-0-4),2,3,0.8,NULL
HE3xxx,CHDCVCHMTLT,x,3,5,0.7,NULL
HE4000,Thực tập kỹ thuật,2(0-0-4-4),2,4,0.5,NULL
HE4001,Đồ án thiết kế nhà máy nhiệt điện,2(0-0-4-4),2,4,0.7,NULL
HE4002,Đồ án thiết kế hệ thống sấy,2(0-0-4-4),2,4,0.7,NULL
HE4003,Đồ án thiết kế hệ thống lạnh,2(0-0-4-4),2,4,0.7,NULL
HE4011,Cơ sở lý thuyết và thiết bị cháy,3(3-1-0.5-6),3,5,0.8,NULL
HE4012,Nhà máy nhiệt điện,3(2-1-1-6),3,4.5,0.7,NULL
HE4013,Hệ thống cung cấp nhiệt,3(3-1-0-6),3,4,0.8,NULL
HE4014,Kỹ thuật lạnh,4(4-1-0.5-8),4,6,0.8,NULL
HE4021,Lò hơi,3(2-1-1-6),3,4.5,0.7,NULL
HE4022,Đồ án nhà máy nhiệt điện,1(1-0-0-2),1,2,0.75,NULL
HE4023,Kỹ thuật cháy,3(3-1-0-6),3,4,0.8,NULL
HE4024,Đồ án kỹ thuật lạnh,1(1-0-0-2),1,2,0.75,NULL
HE4025,Kỹ thuật cháy,2(2-1-0-6),2,3,0.7,NULL
HE4031,Tua bin,3(2-1-1-6),3,4.5,0.6,NULL
HE4032,Hệ thống điều khiển quá trình nhiệt - lạnh,3(3-0-1-6),3,4.5,0.6,NULL
HE4033,Truyền chất và cơ sở kỹ thuật sấy,3(2-1-1-4),3,4.5,0.6,NULL
HE4034,Hệ thống điều khiển tự động nhà máy nhiệt điện,3(3-0-1-6),3,4.5,0.7,NULL
HE4035,Hệ thống điều khiển quá trình nhiệt - lạnh,2(2-0-1-4),2,3.5,0.7,NULL
HE4041,Đồ án lò hơi,1(1-0-0-2),1,2,0.75,NULL
HE4042,Đồ án đo lường TĐH,1(1-0-0-2),1,2,0.75,NULL
HE4044,Tự động hoá kỹ thuật lạnh & ĐHKK,3(3-0-0-6),3,3,0.8,NULL
HE4050,Quá trình và thiết bị nhiệt,4(4-2-0-8),4,6,0.75,NULL
HE4051,Đồ án tuabin,1(1-0-0-2),1,2,0.75,NULL
HE4053,Lò công nghiệp,3(3-1-0-6),3,4,0.8,NULL
HE4054,Điều hòa không khí,3(3-1-0.5-6),3,5,0.7,NULL
HE4061,Sử dụng năng lượng tiết kiệm hiệu quả,2(2-0-1-4),2,3.5,0.6,NULL
HE4063,Nghiên cứu khoa học,1(1-0-0-2),1,1,0.75,NULL
HE4064,Đồ án điều hòa không khí,1(1-0-0-2),1,2,0.75,NULL
HE4071,Nhận dạng và thiết kế dự án năng lượng sạch,3(1-0-2-6),3,4,0.6,NULL
HE4073,Lò điện,2(2-1-0-4),2,3,0.8,NULL
HE4081,"Bơm, quạt, máy nén",2(2-1-0-4),2,3,0.7,NULL
HE4082,Nhà máy điện nguyên tử,2(2-0-0-4),2,2,0.8,NULL
HE4083,Đồ án lò công nghiệp,1(1-0-0-2),1,2,0.75,NULL
HE4091,Kỹ thuật xử lý phát thải,2(2-1-0-4),2,3,0.8,NULL
HE4092,Thiết kế hệ thống điều khiển,2(2-1-0-4),2,3,0.8,NULL
HE4093,Đồ án kỹ thuật sấy,1(1-0-0-2),1,2,0.75,NULL
HE4094,CĐ máy & thiết bị nhiệt lạnh,2(2-1-0-4),2,3,0.8,NULL
HE4101,Tiếng anh chuyên ngành kỹ thuật nhiệt -lạnh,2(2-1-0-4),2,3,0.8,NULL
HE4102,Tối ưu hoá chế độ vận hành NMĐ,2(2-1-0-4),2,3,0.7,NULL
HE4113,Kỹ thuật xử lý phát thải,2(2-0-0-4),2,2,0.8,NULL
HE4114,NL mặt trời & NL thứ cấp,3(3-1-0-6),3,4,0.8,NULL
HE4121,Chuyên đề Kỹ thuật năng lượng,2(2-1-0-4),2,3,0.6,NULL
HE4122,Mạng hệ thống nhiệt,2(2-1-0-4),2,3,0.8,NULL
HE4123,Tiếng Anh CN máy & thiết bị lạnh,3(3-1-0-6),3,4,0.8,NULL
HE4131,Phương pháp phần tử hữu hạn trong kỹ thuật nhiệt và cơ học chất lỏng,2(2-1-0-4),2,3,0.7,NULL
HE4132,Đồ án thiết kế mạng nhiệt,1(1-0-0-2),1,2,0.75,NULL
HE4133,Mô hình hóa quá trình nhiệt,3(3-1-0-6),3,4,0.8,NULL
HE4134,Cơ sở kỹ thuật lạnh,3(2-1-1-6),3,4.5,0.7,NULL
HE4142,Nhà máy điện chu trình kết hợp,2(2-0-0-4),2,2,0.8,NULL
HE4143,Lò nung,2(2-1-0-4),2,3,0.7,NULL
HE4144,Điều tiết không khí,2(2-1-0-4),2,3,0.7,NULL
HE4151,Dao động và chẩn đoán máy rotor,2(2-1-0.5-4),2,4,0.7,NULL
HE4152,Phần nhiệt nhà máy điện,2(2-0-0-4),2,2,0.7,NULL
HE4153,Lò công nghiệp,2(2-1-0-4),2,3,0.7,NULL
HE4162,Quá trình thiết bị nhiệt,2(2-1-0-4),2,3,0.7,NULL
HE4171,Cơ sở nguồn và công nghệ năng lượng,2(2-1-0-4),2,3,0.7,NULL
HE4172,Đồ án quá trình thiết bị nhiệt,1(1-0-0-2),1,2,0.7,NULL
HE4173,Nguồn năng lượng và công nghệ biến đổi,3(3-1-0-6),3,4,0.6,NULL
HE4181,Thiết kế và tính sức bền các chi tiết tuabin nhiệt,2(2-1-0-4),2,3,0.7,NULL
HE4191,Kỹ thuật năng lượng,3(3-1-0-6),3,4,0.7,NULL
HE4201,Chế độ làm việc thay đổi của tổ hợp lò hơi – tua bin,3(3-0-0-6),3,3,0.7,NULL
HE4208,Kỹ thuật điều hòa không khí,3(2-1-1-6),3,4.5,0.7,NULL
HE4211,Nồi hơi,2(2-1-0-4),2,3,0.7,NULL
HE4212,Máy và thiết bị lạnh,3(2-1-1-6),3,4.5,0.6,NULL
HE4214,"Bảo dưỡng, lắp đặt, vận hành máy lạnh và ĐHKK",2(2-0-1-4),2,3.5,0.7,NULL
HE4241,Phần nhiệt nhà máy điện,2(2-1-0-4),2,3,0.7,NULL
HE4300,Đồ án thiết kế hệ thống năng lượng,3(0-0-6-6),3,6,0.7,NULL
HE4301,Đồ án thiết kế Kỹ thuật năng lượng,2(0-0-4-4),2,4,0.7,NULL
HE4302,Đồ án thiết kế hệ đo lường giám sát công nghệ,1(0-0-2-2),1,2,0.7,NULL
HE4303,Hệ thống điều khiển và vận hành nhà máy nhiệt điện,3(2-1-1-6),3,4.5,0.7,NULL
HE4304,Đồ án thiết kế HT và TB nhiệt,3(0-0-6-6),3,6,0.5,NULL
HE4305,Cấu trúc và sức bền thiết bị tua bin,2(2-0-0-4),2,2,0.7,NULL
HE4306,Đồ án thiết kế HT lạnh/ĐHKK,3(0-0-6-6),3,6,0.5,NULL
HE4307,Hệ thống đồng phát năng lượng (cogen),2(2-0-0-4),2,2,0.7,NULL
HE4309,Chỉnh định hệ thống điều khiển quá trình,2(2-0-1-4),2,3.5,0.7,NULL
HE4401,"Đồ án thiết kế "" ĐHKK/HT sấy/Lò CN""",2(0-0-4-4),2,4,0.7,NULL
HE4403,Tin học ứng dụng Máy & Thiết bị nhiệt - lạnh(CFD),2(2-1-0-4),2,3,0.7,NULL
HE4405,Kỹ thuật lạnh ứng dụng,3(3-1-0-6),3,4,0.7,NULL
HE4406,Hệ thống lạnh công nghiệp,2(2-1-0-4),2,3,0.7,NULL
HE4407,Kỹ thuật xử lý nhiệt ẩm chính xác,3(3-0-0-6),3,3,0.7,NULL
HE4409,Hệ thống vận chuyển cung cấp không khí,2(2-0-0-4),2,2,0.7,NULL
HE4410,Hệ thống vận chuyển không khí và chất tải lạnh,3(2-1-1-4),3,4.5,0.7,NULL
HE4411,Bơm nhiệt và ứng dụng của bơm nhiệt,2(2-0-0-4),2,2,0.7,NULL
HE4412,Bơm nhiệt và ứng dụng của bơm nhiệt,3(3-1-0-6),3,4,0.7,NULL
HE4413,Hệ thống điện công trình,3(2-1-1-4),3,4.5,0.7,NULL
HE4414,Kỹ thuật xử lý phát thải,3(2-1-0-6),3,3,0.7,NULL
HE4490,Đồ án nghiên cứu Cử nhân (Kỹ thuật Nhiệt),8(0-0-16-32),8,20,0.5,NULL
HE4501,Cơ học chất lưu,3(3-0-0-6),3,3,0.7,NULL
HE4503,Hệ thống cung cấp nhiệt và làm mát,3(3-0-0-6),3,3,0.7,NULL
HE4900,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5,NULL
HE5001,Thực tập cuối khóa kỹ sư,6(0-0-12-12),6,15,0.5,NULL
HE5004,Mô phỏng CFD các thiết bị và quá trình nhiệt công nghiệp,2(2-1-0-6),2,3,0.7,NULL
HE5005,Ứng dụng mô phỏng CFD trong kỹ thuật năng lượng,2(2-1-0-4),2,3,0.7,NULL
HE5011,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5,NULL
HE5012,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5,NULL
HE5017,Mạng nhiệt,2(2-0-0-4),2,2,0.7,NULL
HE5021,Quản lý dự án năng lượng và nhiệt – lạnh,2(2-0-0-4),2,2,0.7,NULL
HE5025,Công nghệ nhiên liệu và thiết bị cháy,2(2-1-0-4),2,3,0.7,NULL
HE5026,Công nghệ biến đổi nhiệt hoá sinh khối,2(2-1-0-4),2,3,0.7,NULL
HE5061,Công nghệ hiệu quả năng lượng,3(3-1-0-6),3,4,0.7,NULL
HE5062,Sử dụng hiệu quả năng lượng,2(2-1-0-4),2,3,0.7,NULL
HE5111,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5,NULL
HE5112,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5,NULL
HE5120,Truyền nhiệt-Truyền chất công nghiệp,3(3-1-0-6),3,4,0.7,NULL
HE5160,Công nghệ xử lý phát thải khói,3(3-1-0-6),3,4,0.7,NULL
HE5161,Công nghệ xử lý phát thải khói,2(2-1-0-4),2,3,0.7,NULL
HE5201,Chế độ làm việc thay đổi của lò hơi,2(2-0-0-4),2,2,0.7,NULL
HE5202,Chế độ thay đổi của tuabin hơi và đánh giá hiệu quả của nhà máy nhiệt điện,3(3-1-0-6),3,4,0.7,NULL
HE5208,Kỹ thuật ĐHKK nâng cao,3(3-1-0-6),3,4,0.7,NULL
HE5300,Đồ án công nghệ năng lượng,3(0-0-6-6),3,6,0.5,NULL
HE5302,Đồ án thiết kế Lò công nghiệp,3(0-0-6-6),3,6,0.5,NULL
HE5303,Đồ án thiết kế hệ thống điều hòa không khí II,3(0-0-6-6),3,6,0.5,NULL
HE5304,Đồ án thiết bị trao đổi nhiệt,3(0-0-6-6),3,6,0.5,NULL
HE5305,Đồ án điều khiển quá trình và thiết bị năng lượng,3(0-0-6-6),3,6,0.5,NULL
HE5306,Đồ án thiết kế hệ thống lạnh công nghiệp,3(0-0-6-6),3,6,0.5,NULL
HE5403,Lập trình công nghiệp trong hệ thống nhiệt - lạnh,2(2-1-0-4),2,3,0.5,NULL
HE5405,Công nghệ lạnh thực phẩm,2(2-1-0-4),2,3,0.7,NULL
HE5406,Thiết kế thiết bị bay hơi và ngưng tụ vi kênh,2(2-1-0-6),2,3,0.7,NULL
HE5410,Thông gió công nghiệp và lọc không khí,2(2-1-0-4),2,3,0.7,NULL
HE5416,Kỹ thuật xử lý nhiệt ẩm,3(3-1-0-6),3,4,0.7,NULL
HE5902,Đồ án tốt nghiệp kỹ sư Kỹ thuật năng lượng,12(0-0-24-24),12,30,0.5,NULL
HE5904,Đồ án tốt nghiệp kỹ sư Máy & Thiết bị nhiệt lạnh,12(0-0-24-24),12,30,0.5,NULL
HUT0001,Rèn luyện, ,0,0,1,NULL
ICT1010,Giới thiệu ICT,2,2,2,1,NULL
ICT1020,Kiến thức máy tính,4,4,4,1,NULL
ICT1030,Đạo lý máy tính,2,2,2,1,NULL
ICT1041,Tiếng Nhật 1,8(0-16-0-16),8,16,1,NULL
ICT1042,Tiếng Nhật 2,8(0-16-0-16),8,16,0.6,NULL
ICT1043,Tiếng Nhật 3,4(0-8-0-8),4,8,1,NULL
ICT1044,Tiếng Nhật 4,4(0-8-0-8),4,8,0.7,NULL
ICT1045,Tiếng Nhật 5,3(0-6-0-6),3,6,0.7,NULL
ICT1051,Tiếng Nhật chuyên ngành 1, ,2,0,0.6,NULL
ICT1052,Tiếng Nhật chuyên ngành 2, ,2,0,0.7,NULL
ICT2010,Ngôn ngữ lập trình C,2,2,2,0.8,NULL
ICT2110,Thực hành ngôn ngữ lập trình C,4,4,4,0.7,NULL
IMS2010,Vật liệu điện tử,3(3-0-1-6),3,4.5,0.7,NULL
IS3310,Introduction to Information System, ,3, ,0.7,NULL
IT0001U,Real Time Systems, ,6,0,1,NULL
IT0002U,Computer-Assisted Image Analysis I, ,3,0,1,NULL
IT0003U,Programming Embedded Systems, ,3,0,1,NULL
IT0004U,Low-Level Parallel Programming (Contract Education), ,3,0,1,NULL
IT0005U,Wireless Communication and Networked Embedded Systems, ,6,0,1,NULL
IT0009U,Optimisation, ,3,0,1,NULL
IT1010,Tin học đại cương,3(3-1-1-6),3,5.5,0.6,NULL
IT1011,Nhập môn CNTT và TT,2(2-0-0-0),2,2,0.8,NULL
IT1012,Kiến thức máy tính,2(2-0-0-4),2,2,0.7,NULL
IT1013,Tin học đại cương,4(3-0-2-6),4,6,1,NULL
IT1014,Tin học đại cương,3(2-1-2-6),3,6,0.5,NULL
IT1016,Tin học đại cương,3(2-1-2-6),3,6,0.5,NULL
IT1020,Tin học đại cương,3(3-1-1-6),3,5.5,0.6,NULL
IT1110,Tin học đại cương,4(3-1-1-8),4,5.5,0.5,NULL
IT1110F,Tin học đại cương,3(3-1-1-8),3,5.5,0.7,NULL
IT1110Q,Tin học đại cương,4(3-1-1-8),4,5.5,0.6,NULL
IT1120,Tin học đại cương,4(3-1-1-8),4,5.5,0.6,NULL
IT1130,Tin học đại cương,2(1-0-2-4),2,4,0.5,NULL
IT1140,Tin học đại cương,4(3-1-1-8),4,5.5,0.5,NULL
IT2000Q,Nhập môn Công nghệ Thông tin và Truyền thông,3(2-0-2-6),3,5,0.5,NULL
IT2001,Nhập môn KTMT & TT,3(2-0-2-6),3,5,0.5,NULL
IT2011,Nhập môn Công nghệ thông tin và Truyền thông,3(2-0-2-6),3,5,0.5,NULL
IT2110,Nhập môn CNTT và TT,2(2-0-0-4),2,2,0.7,NULL
IT2120,Kiến thức máy tính,2(0-4-0-4),2,4,0.6,NULL
IT2130,Tín hiệu và hệ thống,2(2-1-0-4),2,3,0.7,NULL
IT3010,Cấu trúc dữ liệu và giải thuật,3(3-1-0-6),3,4,0.7,NULL
IT3010Q,Cấu trúc dữ liệu và giải thuật,3(3-1-0-6),3,4,0.7,NULL
IT3011E,Cấu trúc dữ liệu và thuật toán,2(2-1-0-4),2,3,0.6,NULL
IT3011Q,Cấu trúc dữ liệu và thuật toán,2(2-1-0-4),2,3,0.6,NULL
IT3012,Lập trình C (nâng cao), ,2,4,0.7,NULL
IT3014,Cấu trúc dữ liệu và GT,2(2-1-0-4),2,3,0.7,NULL
IT3015,Cấu trúc dữ liệu và giải thuật (tiếng P),3(3-1-0-6),3,4,0.7,NULL
IT3016,Giải thuật & các vấn đề cho kỹ sư,3(2-1-0-6),3,3,0.7,NULL
IT3017,Cấu trúc dữ liệu và thuật toán,2(2-1-0-4),2,3,0.7,NULL
IT3020Q,Toán rời rạc,3(3-1-0-6),3,4,0.7,NULL
IT3021,Toán rời rạc,2(2-0-0-4),2,2,0.7,NULL
IT3022,Toán rời rạc,2(2-0-0-4),2,2,0.7,NULL
IT3022E,Discrete Math,2(2-0-0-4),2,2,0.7,NULL
IT3024,Toán rời rạc,2(2-1-0-4),2,3,0.7,NULL
IT3030Q,Kiến trúc máy tính,3(3-1-0-6),3,4,0.7,NULL
IT3031,Kiến trúc máy tính,2(2-0-0-4),2,2,0.7,NULL
IT3032,Thực hành kiến trúc máy tính,2(0-0-4-4),2,6,0.7,NULL
IT3034,Kiến trúc máy tính,3(3-1-0-6),3,4,0.7,NULL
IT3036,Kiến trúc bộ xử lý và hợp ngữ,3(2-1-0-6),3,3,0.7,NULL
IT3040Q,Kỹ thuật lập trình,2(2-1-0-4),2,3,0.7,NULL
IT3041,Ngôn ngữ lập trình C, ,2,2,0.7,NULL
IT3042,Thực hành ngôn ngữ lập trình C, ,2,6,0.7,NULL
IT3042Q,Lập trình cấu trúc,2(2-1-0-6),2,3,0.7,NULL
IT3043,Lập trình C (cơ bản),2(0-0-4-4),2,4,0.8,NULL
IT3045,Kỹ thuật lập trình an toàn,2(2-1-0-4),2,3,0.7,NULL
IT3050,Tiếng Anh chuyên ngành,2(2-1-0-4),2,3,0.7,NULL
IT3050Q,Tiếng Anh chuyên ngành,2(2-1-0-4),2,3,0.7,NULL
IT3053,Tiếng Anh CN CNTT,3(2-2-0-6),3,4,0.7,NULL
IT3060,Toán chuyên đề,2(2-0-0-4),2,2,0.7,NULL
IT3061,Quá trình ngẫu nhiên ứng dụng,2(2-1-0-4),2,3,0.7,NULL
IT3062,Toán chuyên đề,2(2-1-0-4),2,3,0.7,NULL
IT3070Q,Hệ điều hành,3(3-1-0-6),3,4,0.7,NULL
IT3071,Hệ điều hành, ,2,2,0.7,NULL
IT3072,Hệ điều hành,2(2-0-0-4),2,2,0.7,NULL
IT3072E,Operating Systems,2(2-0-0-4),2,2,0.7,NULL
IT3073Q,Hệ điều hành,3(3-0-1-6),3,4.5,0.7,NULL
IT3074,Hệ điều hành,2(2-1-0-4),2,3,0.7,NULL
IT3077,Hệ điều hành,2(2-1-0-4),2,3,0.7,NULL
IT3080Q,Mạng máy tính,3(3-1-0-6),3,4,0.7,NULL
IT3081,Mạng máy tính, ,2,2,0.7,NULL
IT3082,Mạng máy tính,2(2-0-0-4),2,2,0.7,NULL
IT3082E,Computer Network,2(2-0-0-4),2,2,0.7,NULL
IT3084,Mạng máy tính,2(2-1-0-4),2,3,0.7,NULL
IT3085,Mạng máy tính,3(3-1-0-6),3,4,0.7,NULL
IT3087,Máy tính và mạng máy tính,3(2-1-1-6),3,4.5,0.7,NULL
IT3088,Mạng tin học,3(3-0-1-6),3,4.5,0.8,NULL
IT3090Q,Cơ sở dữ liệu,3(3-1-0-6),3,4,0.5,NULL
IT3091,Cơ sở dữ liệu,2(2-0-2-0),2,5,0.8,NULL
IT3092,Thực hành cơ sở dữ liệu,4(0-4-0-0),4,4,0.7,NULL
IT3094,Cơ sở dữ liệu,3(3-0-1-6),3,4.5,0.5,NULL
IT3094Q,Cơ sở dữ liệu,3(3-0-1-6),3,4.5,0.7,NULL
IT3100Q,Lập trình hướng đối tượng,2(2-1-0-4),2,3,0.7,NULL
IT3101,Lý thuyết và ngôn ngữ hướng đối tượng,2(2-0-0-4),2,2,0.7,NULL
IT3102,Lý thuyết và ngôn ngữ hướng đối tượng,3(2-0-2-6),3,5,0.6,NULL
IT3102E,Object-Oriented Language and Theory (Java),3(2-0-2-6),3,5,0.6,NULL
IT3104,Kỹ thuật lập trình,3(2-2-0-6),3,4,0.6,NULL
IT3106E,Lập trình hệ thống,3(3-1-0-6),3,4,0.7,NULL
IT3110,Linux và phần mềm nguồn mở,2(2-1-0-4),2,3,0.7,NULL
IT3110Q,Linux và phần mềm nguồn mở,2(2-1-0-4),2,3,0.7,NULL
IT3112,Hạ tầng công nghệ thông tin mã nguồn mở,2(2-1-0-4),2,3,0.7,NULL
IT3115,Linux và phần mềm nguồn mở,2(2-1-0-4),2,3,0.7,NULL
IT3120Q,Phân tích thiết kế hệ thống thông tin,2(2-1-0-4),2,3,0.7,NULL
IT3124,Đồ án tin học: xây dựng phần mềm,2(1-2-0-4),2,4,0.5,NULL
IT3130,Điện tử số,3(3-1-0.5-6),3,5,0.6,NULL
IT3131,Lý thuyết mạch logic,2(2-0-0-0),2,2,0.7,NULL
IT3132,Thực hành mạch logic,4(0-4-0-0),4,4,0.7,NULL
IT3133,Điện tử số,2(2-1-0-4),2,3,0.6,NULL
IT3136,Cơ sở thiết kế logic,3(2-1-0-6),3,3,0.7,NULL
IT3140,Điện tử ứng dụng,3(3-1-0.5-6),3,5,0.6,NULL
IT3151,Lý thuyết thông tin, ,2,2,0.8,NULL
IT3161,Đạo lý máy tính, ,2,2,0.7,NULL
IT3240,Lập trình C (nâng cao),2(0-0-4-4),2,6,0.7,NULL
IT3240E,Data Structures and Algorithms Advanced Lab,2(0-0-4-4),2,6,0.7,NULL
IT3250,Đạo đức máy tính,2(2-0-0-4),2,2,0.7,NULL
IT3250E,Computer Ethics,2(2-0-0-4),2,2,0.7,NULL
IT3260,Lý thuyết mạch logic,2(2-0-0-4),2,2,0.7,NULL
IT3260E,Logic Circuit,2(2-0-0-4),2,2,0.7,NULL
IT3270,Thực hành mạch logic,2(0-0-4-4),2,6,0.7,NULL
IT3270E,Logic Circuit Lab,2(0-0-4-4),2,6,0.7,NULL
IT3282,Kiến trúc máy tính,2(2-0-0-4),2,2,0.7,NULL
IT3282E,Computer Architecture,2(2-0-0-4),2,2,0.7,NULL
IT3310E,Scientific methodologies for digital transformation,2(2-1-0-4),2,3,0.7,NULL
IT3312,Cấu trúc dữ liệu và giải thuật,2(2-0-0-4),2,2,0.7,NULL
IT3322,Xây dựng chương trình dịch,2(2-0-0-4),2,2,0.7,NULL
IT3322E,Compiler Construction,2(2-0-0-4),2,2,0.7,NULL
IT3402,Hệ thống thông tin trên Web,2(2-0-0-4),2,2,0.7,NULL
IT3402E,Web Information System,2(2-0-0-4),2,2,0.7,NULL
IT3423,Tiếng Pháp chuyên ngành,3(3-1-0-6),3,4,0.6,NULL
IT3430,Kỹ thuật điện tử tương tự và số,3(3-1-0-6),3,4,0.7,NULL
IT3510,Cấu trúc dữ liệu và giải thuật,3(3-1-0-6),3,4,0.7,NULL
IT3530,Kiến trúc máy tính,3(3-1-0-6),3,4,0.7,NULL
IT3540,Kỹ thuật lập trình,3(2-0-2-6),3,5,0.7,NULL
IT3541,Kỹ thuật lập trình,3(3-1-0-6),3,4,0.7,NULL
IT3570,Hệ điều hành,3(3-1-0-6),3,4,0.7,NULL
IT3580,Mạng máy tính,3(3-0-1-6),3,4.5,0.7,NULL
IT3590,Cơ sở dữ liệu,3(2-1-2-6),3,6,0.7,NULL
IT3600,Lập trình hướng đối tượng,3(3-0-1-6),3,4.5,0.7,NULL
IT3620,Phân tích và thiết kế hệ thống thông tin,2(2-1-0-4),2,3,0.7,NULL
IT3650,Lập trình Java,3(0-0-6-6),3,6,0.7,NULL
IT3660,Lập trình Android,3(0-0-6-6),3,6,0.7,NULL
IT3670,Lập trình ứng dụng Tizen,3(0-0-6-6),3,6,0.7,NULL
IT3670Q,Nhập môn Java,3(3-0-1-6),3,4.5,0.7,NULL
IT3680,Thuật toán ứng dụng,3(0-0-6-6),3,9,0.7,NULL
IT3680Q,Java nâng cao,3(3-0-1-6),3,4.5,0.7,NULL
IT3804,Thực tập doanh nghiệp,2(0-0-6-4),2,4,0.7,NULL
IT3900,Thực tập cơ sở,3(0-0-6-12),3,6,0.5,NULL
IT3901,FE Training Course, ,0,3,0.7,NULL
IT3902,Lập trình Java theo chuẩn kỹ năng ITSS,1(0-0-2-4),1,3,0.7,NULL
IT3904,Thực tập cơ sở,3(0-0-6-12),3,6,0.5,NULL
IT3910,Project I,3(0-0-6-12),3,6,0.7,NULL
IT3910Q,Project I,3(0-0-6-12),3,6,0.7,NULL
IT3911,Đồ án I: Lập trình,3(0-0-6-6),3,6,0.7,NULL
